t,true_x,true_y,true_theta,est_x,est_y,est_theta,err_pos_m,err_theta_deg
109.850,11.2547,4.7402,-3.1068,10.3041,4.7178,-3.1004,0.9509,0.37
109.900,11.2398,4.7397,-3.1079,10.2962,4.7176,-3.1132,0.9438,0.31
109.950,11.2248,4.7392,-3.1087,10.2795,4.7263,-3.0919,0.9454,0.96
110.000,11.2098,4.7387,-3.1094,10.2675,4.7081,-3.1255,0.9428,0.92
110.050,11.1948,4.7382,-3.1092,10.2639,4.7072,-3.1078,0.9314,0.08
110.100,11.1798,4.7377,-3.1085,10.2362,4.7014,-3.1291,0.9443,1.18
110.150,11.1648,4.7373,-3.1073,10.2287,4.7285,-3.0791,0.9362,1.62
110.200,11.1498,4.7367,-3.1058,10.2195,4.7213,-3.0740,0.9304,1.82
110.250,11.1348,4.7362,-3.1047,10.2226,4.7257,-3.0638,0.9122,2.34
110.300,11.1198,4.7356,-3.1047,10.1893,4.7199,-3.1278,0.9306,1.33
110.350,11.1048,4.7351,-3.1058,10.1647,4.7201,-3.0896,0.9402,0.93
110.400,11.0898,4.7346,-3.1063,10.1566,4.7109,-3.1190,0.9335,0.73
110.450,11.0749,4.7340,-3.1081,10.1376,4.7077,-3.1377,0.9377,1.70
110.500,11.0599,4.7335,-3.1092,10.1177,4.7129,-3.1051,0.9424,0.23
110.550,11.0449,4.7330,-3.1097,10.1021,4.7205,-3.1109,0.9429,0.07
110.600,11.0299,4.7326,-3.1091,10.0968,4.7162,-3.0916,0.9332,1.00
110.650,11.0149,4.7321,-3.1085,10.0872,4.7102,-3.0917,0.9279,0.96
110.700,10.9999,4.7316,-3.1081,10.0594,4.7115,-3.1125,0.9407,0.25
110.750,10.9849,4.7311,-3.1076,10.0396,4.7150,3.1408,0.9454,1.99
110.800,10.9699,4.7306,-3.1074,10.0206,4.7194,3.1333,0.9494,2.44
110.850,10.9549,4.7301,-3.1078,10.0069,4.7219,3.1122,0.9481,3.62
110.900,10.9399,4.7295,-3.1094,9.9945,4.7169,3.1286,0.9454,2.59
110.950,10.9249,4.7291,-3.1104,9.9826,4.7104,-3.0925,0.9425,1.02
111.000,10.9099,4.7286,-3.1111,9.9619,4.7120,-3.1071,0.9481,0.23
111.050,10.8949,4.7281,-3.1110,9.9443,4.7083,3.1169,0.9508,3.17
111.100,10.8800,4.7277,-3.1132,9.9250,4.7115,3.1047,0.9551,3.74
111.150,10.8650,4.7273,-3.1146,9.9220,4.7152,3.1237,0.9431,2.57
111.200,10.8500,4.7269,-3.1154,9.9013,4.7096,3.1130,0.9489,3.14
111.250,10.8350,4.7265,-3.1160,9.8832,4.7174,3.1080,0.9518,3.39
111.300,10.8200,4.7261,-3.1172,9.8291,4.7037,3.1268,0.9911,2.25
111.350,10.8050,4.7257,-3.1163,9.8310,4.7111,-3.1158,0.9741,0.03
111.400,10.7900,4.7253,-3.1152,9.8423,4.7011,-3.1175,0.9480,0.13
111.450,10.7750,4.7249,-3.1133,9.8057,4.6933,-3.1337,0.9699,1.17
111.500,10.7600,4.7245,-3.1150,9.7873,4.7031,3.1368,0.9730,1.80
111.550,10.7450,4.7241,-3.1180,9.8015,4.7133,3.0982,0.9435,3.84
111.600,10.7300,4.7238,-3.1196,9.7735,4.7147,-3.1360,0.9565,0.94
111.650,10.7150,4.7234,-3.1216,9.7709,4.7237,-3.1265,0.9441,0.28
111.700,10.7000,4.7231,-3.1215,9.7555,4.7093,-3.1028,0.9446,1.07
111.750,10.6850,4.7228,-3.1217,9.7313,4.7109,-3.1221,0.9538,0.02
111.800,10.6700,4.7225,-3.1207,9.7337,4.7081,-3.1158,0.9364,0.28
111.850,10.6550,4.7222,-3.1216,9.7184,4.7068,-3.1156,0.9367,0.34
111.900,10.6400,4.7219,-3.1233,9.7218,4.7198,-3.1033,0.9182,1.15
111.950,10.6250,4.7216,-3.1242,9.6597,4.7323,3.1350,0.9654,1.37
112.000,10.6100,4.7214,-3.1240,9.6409,4.7125,-3.1383,0.9691,0.82
112.050,10.5950,4.7211,-3.1242,9.6011,4.7105,-3.1342,0.9939,0.57
112.100,10.5800,4.7209,-3.1250,9.6045,4.6985,-3.1029,0.9758,1.26
112.150,10.5650,4.7206,-3.1258,9.6291,4.6963,-3.0700,0.9362,3.19
112.200,10.5500,4.7204,-3.1262,9.5993,4.7116,-3.1158,0.9507,0.60
112.250,10.5350,4.7201,-3.1266,9.6075,4.7111,-3.1290,0.9276,0.14
112.300,10.5200,4.7199,-3.1277,9.5747,4.7140,3.1120,0.9453,2.49
112.350,10.5050,4.7197,-3.1281,9.5486,4.7028,-3.1246,0.9565,0.20
112.400,10.4900,4.7195,-3.1283,9.5546,4.7081,3.1383,0.9354,0.95
112.450,10.4750,4.7193,-3.1278,9.5272,4.7048,-3.1292,0.9479,0.08
112.500,10.4600,4.7191,-3.1283,9.5199,4.7208,3.1226,0.9401,1.85
112.550,10.4450,4.7189,-3.1281,9.4809,4.7175,3.1017,0.9641,3.06
112.600,10.4301,4.7187,-3.1284,9.4725,4.7241,-3.1391,0.9576,0.61
112.650,10.4151,4.7185,-3.1289,9.4901,4.7419,3.1244,0.9253,1.71
112.700,10.4001,4.7183,-3.1291,9.4769,4.7215,3.1318,0.9232,1.28
112.750,10.3851,4.7181,-3.1294,9.4368,4.7178,3.1242,0.9483,1.70
112.800,10.3701,4.7179,-3.1291,9.4238,4.7300,3.1404,0.9464,0.79
112.850,10.3551,4.7178,-3.1288,9.4159,4.7006,-3.1197,0.9394,0.52
112.900,10.3401,4.7176,-3.1281,9.3908,4.7146,-3.1013,0.9493,1.54
112.950,10.3251,4.7174,-3.1277,9.3643,4.7018,-3.1105,0.9609,0.98
113.000,10.3101,4.7171,-3.1280,9.3613,4.7018,-3.1065,0.9489,1.23
113.050,10.2951,4.7169,-3.1289,9.3426,4.6908,-3.1069,0.9528,1.26
113.100,10.2801,4.7168,-3.1293,9.3235,4.6976,3.1202,0.9568,1.93
113.150,10.2651,4.7166,-3.1299,9.3190,4.6884,-3.1272,0.9466,0.15
113.200,10.2501,4.7164,-3.1306,9.3032,4.6939,3.1402,0.9471,0.71
113.250,10.2351,4.7162,-3.1318,9.3063,4.7140,3.1303,0.9288,1.21
113.300,10.2201,4.7161,-3.1327,9.3005,4.7348,-3.1250,0.9197,0.44
113.350,10.2051,4.7159,-3.1334,9.2953,4.7199,-3.1227,0.9098,0.61
113.400,10.1901,4.7158,-3.1348,9.2651,4.7156,-3.1261,0.9250,0.50
113.450,10.1751,4.7157,-3.1361,9.2639,4.7169,-3.0886,0.9112,2.72
113.500,10.1601,4.7156,-3.1359,9.2665,4.6656,-3.0702,0.8950,3.77
113.550,10.1451,4.7156,-3.1367,9.2456,4.6670,-3.0934,0.9008,2.48
113.600,10.1301,4.7155,-3.1373,9.2285,4.6751,-3.1172,0.9025,1.15
113.650,10.1151,4.7154,-3.1374,9.1717,4.6698,-3.1169,0.9445,1.17
113.700,10.1001,4.7154,-3.1381,9.1356,4.6938,-3.1065,0.9647,1.81
113.750,10.0851,4.7153,-3.1383,9.1303,4.6595,-3.1367,0.9564,0.09
113.800,10.0701,4.7153,-3.1392,9.1248,4.6788,3.1357,0.9460,0.48
113.850,10.0551,4.7152,-3.1405,9.0922,4.7073,3.1253,0.9630,1.00
113.900,10.0401,4.7152,-3.1411,9.0815,4.7091,3.1237,0.9587,1.05
113.950,10.0251,4.7152,-3.1404,9.0518,4.7131,3.1373,0.9733,0.31
114.000,10.0101,4.7152,-3.1392,9.0252,4.7005,3.1160,0.9851,1.61
114.050,9.9951,4.7151,-3.1370,9.0002,4.6847,3.1074,0.9953,2.22
114.100,9.9801,4.7151,-3.1357,9.0188,4.6896,-3.1409,0.9616,0.30
114.150,9.9651,4.7150,-3.1370,9.0103,4.6962,-3.1380,0.9549,0.06
114.200,9.9501,4.7149,-3.1377,8.9633,4.6853,3.1367,0.9873,0.50
114.250,9.9351,4.7149,-3.1366,8.9665,4.6799,-3.1320,0.9692,0.26
114.300,9.9201,4.7148,-3.1346,8.9479,4.6960,-3.1399,0.9724,0.30
114.350,9.9051,4.7147,-3.1330,8.9600,4.7134,-3.1402,0.9451,0.41
114.400,9.8901,4.7145,-3.1315,8.9211,4.7111,-3.1188,0.9690,0.73
114.450,9.8751,4.7144,-3.1291,8.9135,4.7439,3.0740,0.9620,4.59
114.500,9.8601,4.7142,-3.1284,8.9084,4.7432,3.0804,0.9522,4.26
114.550,9.8451,4.7140,-3.1286,8.8794,4.7197,-3.1383,0.9657,0.56
114.600,9.8301,4.7138,-3.1296,8.8805,4.6914,3.1394,0.9499,0.81
114.650,9.8151,4.7136,-3.1303,8.8671,4.6939,3.1162,0.9482,2.10
114.700,9.8001,4.7135,-3.1300,8.8586,4.7154,3.1100,0.9415,2.47
114.750,9.7851,4.7133,-3.1294,8.8342,4.7056,3.1129,0.9509,2.34
114.800,9.7701,4.7131,-3.1287,8.8233,4.6918,-3.1315,0.9471,0.16
114.850,9.7551,4.7129,-3.1278,8.8125,4.6928,3.1414,0.9429,0.80
114.900,9.7401,4.7127,-3.1284,8.8238,4.7069,-3.1391,0.9163,0.61
114.950,9.7251,4.7125,-3.1284,8.8097,4.7017,-3.1383,0.9155,0.57
115.000,9.7101,4.7123,-3.1287,8.7524,4.6903,-3.1259,0.9580,0.16
115.050,9.6951,4.7121,-3.1292,8.7427,4.6814,-3.1347,0.9529,0.31
115.100,9.6801,4.7119,-3.1292,8.7194,4.6905,3.1370,0.9609,0.97
115.150,9.6651,4.7118,-3.1271,8.7056,4.6841,-3.1398,0.9599,0.73
115.200,9.6501,4.7115,-3.1266,8.6764,4.6736,-3.1348,0.9744,0.47
115.250,9.6351,4.7113,-3.1263,8.6646,4.6911,3.1329,0.9707,1.37
115.300,9.6201,4.7111,-3.1277,8.6454,4.7061,3.1109,0.9747,2.56
115.350,9.6051,4.7109,-3.1302,8.6183,4.7128,3.1173,0.9868,2.04
115.400,9.5901,4.7107,-3.1304,8.6362,4.7195,3.0919,0.9540,3.49
115.450,9.5751,4.7105,-3.1303,8.6241,4.7323,3.1162,0.9512,2.10
115.500,9.5601,4.7104,-3.1287,8.5984,4.7208,3.1245,0.9618,1.72
115.550,9.5451,4.7102,-3.1293,8.5757,4.7366,3.0868,0.9697,3.84
115.600,9.5301,4.7100,-3.1288,8.5718,4.7206,3.0771,0.9583,4.43
115.650,9.5151,4.7098,-3.1291,8.5778,4.7215,3.0986,0.9374,3.18
115.700,9.5001,4.7096,-3.1275,8.5485,4.7277,3.1248,0.9517,1.77
115.750,9.4851,4.7094,-3.1255,8.5196,4.7031,3.1196,0.9655,2.18
115.800,9.4701,4.7092,-3.1244,8.5292,4.7137,3.1392,0.9409,1.12
115.850,9.4551,4.7089,-3.1215,8.5475,4.7076,-3.1353,0.9076,0.79
115.900,9.4401,4.7086,-3.1202,8.5465,4.7196,3.1227,0.8937,2.31
115.950,9.4251,4.7083,-3.1189,8.5421,4.6883,3.1363,0.8833,1.60
116.000,9.4101,4.7079,-3.1173,8.5083,4.6908,3.1350,0.9020,1.77
116.050,9.3951,4.7076,-3.1182,8.4597,4.7085,3.1041,0.9354,3.49
116.100,9.3801,4.7072,-3.1188,8.4485,4.7164,3.1331,0.9317,1.79
116.150,9.3651,4.7069,-3.1199,8.4158,4.6925,3.1071,0.9494,3.22
116.200,9.3501,4.7066,-3.1212,8.4114,4.7015,3.1296,0.9387,1.86
116.250,9.3351,4.7062,-3.1231,8.3961,4.6811,3.0987,0.9394,3.52
116.300,9.3201,4.7060,-3.1230,8.3978,4.6979,3.1121,0.9223,2.76
116.350,9.3051,4.7057,-3.1245,8.3759,4.7109,3.1358,0.9292,1.31
116.400,9.2901,4.7054,-3.1251,8.3730,4.7240,-3.1337,0.9173,0.49
116.450,9.2751,4.7052,-3.1243,8.3590,4.6984,-3.1069,0.9161,1.00
116.500,9.2601,4.7049,-3.1230,8.2935,4.6886,3.1406,0.9668,1.12
116.550,9.2452,4.7047,-3.1227,8.2586,4.6869,3.1071,0.9868,3.06
116.600,9.2302,4.7044,-3.1226,8.2580,4.6963,3.1274,0.9723,1.90
116.650,9.2152,4.7041,-3.1236,8.2499,4.6882,-3.1280,0.9655,0.25
116.700,9.2002,4.7038,-3.1285,8.2457,4.6794,3.1237,0.9548,1.77
116.750,9.1852,4.7036,-3.1328,8.2288,4.6835,3.1251,0.9567,1.45
116.800,9.1702,4.7035,-3.1358,8.2567,4.7069,3.0925,0.9135,3.14
116.850,9.1552,4.7034,-3.1396,8.2203,4.7255,3.1007,0.9351,2.46
116.900,9.1402,4.7034,3.1412,8.2047,4.7130,3.0977,0.9355,2.49
116.950,9.1252,4.7034,3.1372,8.1918,4.7480,3.0752,0.9345,3.55
117.000,9.1102,4.7034,3.1351,8.1561,4.7468,3.0871,0.9551,2.75
117.050,9.0952,4.7035,3.1356,8.1525,4.7355,3.0954,0.9433,2.30
117.100,9.0802,4.7036,3.1363,8.1357,4.7348,3.0872,0.9450,2.82
117.150,9.0652,4.7037,3.1367,8.1064,4.7426,3.0751,0.9596,3.53
117.200,9.0502,4.7038,3.1369,8.0847,4.7450,3.1151,0.9664,1.25
117.250,9.0352,4.7039,3.1364,8.0633,4.7551,-3.1320,0.9732,0.85
117.300,9.0202,4.7039,3.1352,8.0442,4.7377,3.1407,0.9766,0.32
117.350,9.0052,4.7040,3.1343,8.0494,4.7400,3.1252,0.9565,0.52
117.400,8.9902,4.7041,3.1330,8.0304,4.7238,-3.1337,0.9600,0.94
117.450,8.9752,4.7043,3.1309,8.0351,4.7017,-3.0951,0.9401,3.27
117.500,8.9602,4.7044,3.1300,8.0136,4.7089,-3.0934,0.9466,3.43
117.550,8.9452,4.7046,3.1301,8.0009,4.7060,-3.1057,0.9443,2.71
117.600,8.9302,4.7048,3.1295,8.0007,4.7147,3.1350,0.9295,0.32
117.650,8.9152,4.7050,3.1335,7.9875,4.7081,-3.1319,0.9277,1.02
117.700,8.9002,4.7051,3.1373,7.9817,4.6975,3.1369,0.9186,0.02
117.750,8.8852,4.7051,3.1377,7.9577,4.6973,3.1345,0.9275,0.18
117.800,8.8702,4.7052,3.1366,7.9269,4.6772,-3.1397,0.9437,0.40
117.850,8.8552,4.7053,3.1363,7.9265,4.6929,-3.1257,0.9288,1.21
117.900,8.8402,4.7053,3.1375,7.8892,4.6773,-3.1325,0.9514,0.76
117.950,8.8252,4.7054,3.1380,7.8729,4.6960,3.1397,0.9524,0.10
118.000,8.8102,4.7055,3.1365,7.8848,4.6812,-3.1284,0.9257,1.05
118.050,8.7952,4.7055,3.1353,7.8697,4.6841,-3.0978,0.9257,2.87
118.100,8.7802,4.7056,3.1350,7.8497,4.6877,-3.1415,0.9307,0.38
118.150,8.7652,4.7057,3.1343,7.8357,4.6841,3.1372,0.9298,0.17
118.200,8.7502,4.7058,3.1325,7.8146,4.7132,3.0977,0.9357,1.99
118.250,8.7352,4.7060,3.1304,7.7909,4.7131,3.1209,0.9444,0.54
118.300,8.7202,4.7061,3.1292,7.7832,4.7277,3.1058,0.9373,1.34
118.350,8.7052,4.7063,3.1274,7.7708,4.7092,3.1325,0.9344,0.29
118.400,8.6902,4.7065,3.1247,7.7175,4.7367,3.1109,0.9731,0.79
118.450,8.6752,4.7068,3.1236,7.7022,4.7571,3.0876,0.9743,2.06
118.500,8.6602,4.7071,3.1241,7.6922,4.7480,3.1055,0.9689,1.07
118.550,8.6452,4.7073,3.1247,7.6884,4.7182,3.1056,0.9569,1.09
118.600,8.6302,4.7076,3.1266,7.6700,4.7211,3.1304,0.9603,0.22
118.650,8.6152,4.7078,3.1284,7.6695,4.6965,3.0795,0.9458,2.80
118.700,8.6002,4.7080,3.1293,7.6799,4.6716,3.1004,0.9210,1.66
118.750,8.5852,4.7082,3.1323,7.6814,4.6885,3.1223,0.9040,0.57
118.800,8.5702,4.7083,3.1346,7.6611,4.6911,-3.1085,0.9092,2.30
118.850,8.5552,4.7084,3.1363,7.6481,4.6700,-3.1275,0.9079,1.11
118.900,8.5402,4.7085,3.1376,7.6359,4.6643,3.1313,0.9054,0.36
118.950,8.5252,4.7086,3.1375,7.6310,4.6672,3.1312,0.8952,0.36
119.000,8.5102,4.7086,3.1375,7.6063,4.6466,-3.1327,0.9060,0.75
119.050,8.4952,4.7087,3.1368,7.6006,4.6737,3.1071,0.8953,1.70
119.100,8.4802,4.7088,3.1377,7.5654,4.6770,3.1039,0.9153,1.94
119.150,8.4652,4.7088,3.1362,7.5211,4.6816,3.0973,0.9445,2.23
119.200,8.4502,4.7089,3.1348,7.4960,4.6808,3.1037,0.9546,1.78
119.250,8.4352,4.7090,3.1355,7.4895,4.6994,3.0853,0.9458,2.88
119.300,8.4202,4.7091,3.1358,7.4660,4.6816,3.0675,0.9546,3.91
119.350,8.4052,4.7092,3.1352,7.4690,4.7009,3.0788,0.9362,3.23
119.400,8.3902,4.7093,3.1344,7.4476,4.7166,3.0808,0.9426,3.07
119.450,8.3752,4.7094,3.1331,7.4275,4.7332,3.0922,0.9480,2.34
119.500,8.3602,4.7095,3.1326,7.4110,4.7284,3.1030,0.9493,1.70
119.550,8.3452,4.7097,3.1324,7.4019,4.7408,3.0997,0.9438,1.87
119.600,8.3302,4.7098,3.1328,7.3819,4.7304,3.1068,0.9485,1.49
119.650,8.3152,4.7099,3.1301,7.3731,4.7296,3.1168,0.9423,0.76
119.700,8.3002,4.7101,3.1283,7.3597,4.7324,3.1092,0.9408,1.10
119.750,8.2852,4.7103,3.1274,7.3389,4.7263,3.0864,0.9465,2.35
119.800,8.2702,4.7105,3.1265,7.3251,4.7132,3.1086,0.9451,1.03
119.850,8.2552,4.7107,3.1243,7.3166,4.7274,3.1090,0.9388,0.88
119.900,8.2402,4.7110,3.1225,7.3232,4.7090,3.1078,0.9170,0.84
119.950,8.2252,4.7113,3.1208,7.3060,4.7227,3.0846,0.9193,2.07
120.000,8.2102,4.7116,3.1216,7.3159,4.7172,3.1100,0.8943,0.66
120.050,8.1952,4.7119,3.1232,7.2736,4.7168,3.0965,0.9216,1.53
120.100,8.1802,4.7122,3.1242,7.2646,4.7276,3.0847,0.9158,2.26
120.150,8.1652,4.7124,3.1279,7.2585,4.7107,3.1024,0.9068,1.46
120.200,8.1502,4.7126,3.1311,7.2528,4.7223,3.1062,0.8974,1.43
120.250,8.1352,4.7128,3.1334,7.2366,4.7167,3.1251,0.8986,0.48
120.300,8.1202,4.7129,3.1360,7.1895,4.7195,-3.1219,0.9307,1.45
120.350,8.1052,4.7130,3.1393,7.1709,4.7041,3.1248,0.9343,0.83
120.400,8.0902,4.7130,3.1415,7.1602,4.7122,3.1243,0.9300,0.99
120.450,8.0752,4.7130,-3.1399,7.1463,4.7055,3.0884,0.9289,3.14
120.500,8.0602,4.7130,-3.1389,7.1340,4.7261,3.0951,0.9263,2.82
120.550,8.0452,4.7130,-3.1372,7.1191,4.7023,3.1217,0.9262,1.39
120.600,8.0302,4.7129,-3.1373,7.0990,4.7266,3.1080,0.9313,2.17
120.650,8.0152,4.7128,-3.1399,7.0975,4.7124,3.1028,0.9177,2.32
120.700,8.0002,4.7128,3.1411,7.0732,4.7268,3.0905,0.9271,2.90
120.750,7.9852,4.7128,3.1391,7.0558,4.7385,3.1147,0.9298,1.40
120.800,7.9702,4.7129,3.1389,7.0533,4.7388,3.1009,0.9172,2.18
120.850,7.9552,4.7129,3.1377,7.0301,4.7466,3.1086,0.9257,1.66
120.900,7.9402,4.7130,3.1364,7.0146,4.7431,3.0963,0.9261,2.30
120.950,7.9252,4.7130,3.1351,6.9972,4.7449,3.0992,0.9286,2.06
121.000,7.9102,4.7131,3.1323,6.9844,4.7442,3.1019,0.9263,1.74
121.050,7.8952,4.7133,3.1301,6.9665,4.7359,3.0979,0.9290,1.84
121.100,7.8802,4.7134,3.1270,6.9530,4.7527,3.1121,0.9280,0.86
121.150,7.8652,4.7137,3.1255,6.9324,4.7555,3.0877,0.9337,2.16
121.200,7.8502,4.7139,3.1225,6.9102,4.7426,3.0900,0.9404,1.86
121.250,7.8352,4.7142,3.1189,6.8972,4.7494,3.0907,0.9387,1.61
121.300,7.8202,4.7145,3.1167,6.8906,4.7241,3.1100,0.9297,0.38
121.350,7.8052,4.7149,3.1144,6.8802,4.7549,3.1390,0.9258,1.41
121.400,7.7902,4.7153,3.1151,6.8517,4.7308,-3.1341,0.9387,1.95
121.450,7.7752,4.7157,3.1150,6.8521,4.7435,-3.1406,0.9236,1.58
121.500,7.7603,4.7161,3.1163,6.8286,4.7434,3.1337,0.9321,1.00
121.550,7.7453,4.7165,3.1157,6.8075,4.7555,3.1310,0.9386,0.87
121.600,7.7303,4.7169,3.1175,6.7822,4.7521,3.1303,0.9488,0.74
121.650,7.7153,4.7172,3.1218,6.7952,4.7428,-3.1214,0.9205,2.29
121.700,7.7003,4.7175,3.1248,6.7687,4.7430,-3.1130,0.9319,2.60
121.750,7.6853,4.7178,3.1255,6.7554,4.7385,3.1388,0.9301,0.76
121.800,7.6703,4.7180,3.1256,6.7245,4.7231,3.1414,0.9458,0.91
121.850,7.6553,4.7183,3.1255,6.7207,4.7627,-3.1301,0.9356,1.58
121.900,7.6403,4.7185,3.1227,6.6999,4.7565,-3.1275,0.9411,1.89
121.950,7.6253,4.7188,3.1206,6.6794,4.7545,3.1387,0.9466,1.04
122.000,7.6103,4.7191,3.1167,6.6809,4.7689,-3.1195,0.9308,2.69
122.050,7.5953,4.7195,3.1118,6.6445,4.7585,3.1284,0.9516,0.95
122.100,7.5803,4.7199,3.1071,6.6317,4.7691,3.1168,0.9499,0.56
122.150,7.5653,4.7204,3.1027,6.6111,4.7712,3.1135,0.9556,0.62
122.200,7.5503,4.7210,3.0959,6.6008,4.7585,3.1162,0.9503,1.16
122.250,7.5353,4.7217,3.0929,6.5840,4.7572,3.1310,0.9519,2.18
122.300,7.5203,4.7224,3.0905,6.5835,4.7672,-3.1220,0.9379,4.05
122.350,7.5054,4.7232,3.0891,6.5480,4.7285,3.1251,0.9574,2.06
122.400,7.4904,4.7240,3.0874,6.5304,4.7116,3.1399,0.9600,3.01
122.450,7.4754,4.7248,3.0874,6.5084,4.7006,3.1365,0.9673,2.82
122.500,7.4604,4.7256,3.0868,6.5231,4.6992,3.1201,0.9377,1.91
122.550,7.4455,4.7264,3.0871,6.5087,4.7008,3.1222,0.9371,2.01
122.600,7.4305,4.7273,3.0882,6.4980,4.7246,-3.1174,0.9325,4.45
122.650,7.4155,4.7281,3.0900,6.4900,4.7355,3.1309,0.9255,2.35
122.700,7.4005,4.7288,3.0911,6.4666,4.7443,3.1300,0.9340,2.23
122.750,7.3855,4.7296,3.0931,6.4429,4.7477,3.1293,0.9428,2.07
122.800,7.3706,4.7303,3.0942,6.4266,4.7289,-3.1068,0.9440,4.71
122.850,7.3556,4.7310,3.0950,6.4056,4.7386,3.1298,0.9500,2.00
122.900,7.3406,4.7317,3.0961,6.3713,4.7575,-3.1401,0.9697,2.69
122.950,7.3256,4.7324,3.0976,6.3849,4.7546,3.1409,0.9410,2.48
123.000,7.3106,4.7331,3.0976,6.3733,4.7497,-3.1019,0.9375,4.79
123.050,7.2956,4.7337,3.0984,6.3378,4.7603,3.1299,0.9582,1.80
123.100,7.2806,4.7344,3.0982,6.3235,4.7671,3.1353,0.9577,2.12
123.150,7.2657,4.7350,3.0994,6.2949,4.7650,-3.1129,0.9713,4.06
123.200,7.2507,4.7357,3.0996,6.2773,4.7586,-3.1300,0.9737,3.07
123.250,7.2357,4.7363,3.1001,6.2561,4.7642,-3.1344,0.9800,2.79
123.300,7.2207,4.7369,3.1017,6.2590,4.7530,-3.1376,0.9618,2.51
123.350,7.2057,4.7375,3.1016,6.2475,4.7546,3.1379,0.9583,2.08
123.400,7.1907,4.7381,3.1022,6.2239,4.7776,3.1346,0.9676,1.86
123.450,7.1757,4.7387,3.1018,6.2223,4.7719,-3.1111,0.9540,4.03
123.500,7.1607,4.7393,3.1005,6.2136,4.7703,3.1360,0.9476,2.03
123.550,7.1458,4.7399,3.0994,6.1941,4.7901,-3.1312,0.9530,3.01
123.600,7.1308,4.7405,3.0987,6.1672,4.7794,-3.1348,0.9644,2.85
123.650,7.1158,4.7412,3.0987,6.1612,4.7773,-3.1373,0.9553,2.70
123.700,7.1008,4.7418,3.0998,6.1442,4.7621,-3.1358,0.9569,2.73
123.750,7.0858,4.7425,3.0986,6.1492,4.7585,-3.1350,0.9367,2.84
123.800,7.0708,4.7431,3.0992,6.1416,4.7636,-3.1178,0.9295,3.79
123.850,7.0558,4.7437,3.0992,6.1394,4.7576,-3.1133,0.9165,4.05
123.900,7.0409,4.7444,3.1003,6.1001,4.7488,-3.1359,0.9408,2.69
123.950,7.0259,4.7450,3.1015,6.0969,4.7497,3.1293,0.9290,1.59
124.000,7.0109,4.7456,3.1030,6.0788,4.7559,-3.1395,0.9321,2.33
124.050,6.9959,4.7462,3.1049,6.0466,4.7468,-3.1209,0.9493,3.29
124.100,6.9809,4.7467,3.1069,6.0483,4.7620,-3.1110,0.9327,3.74
124.150,6.9659,4.7472,3.1090,6.0553,4.7511,-3.1092,0.9107,3.72
124.200,6.9509,4.7477,3.1110,6.0375,4.7583,-3.0986,0.9134,4.22
124.250,6.9359,4.7482,3.1126,6.0224,4.7549,-3.1085,0.9135,3.56
124.300,6.9209,4.7486,3.1150,5.9745,4.7640,-3.1116,0.9465,3.24
124.350,6.9059,4.7490,3.1185,5.9628,4.7728,-3.1074,0.9434,3.28
124.400,6.8909,4.7494,3.1210,5.9608,4.7540,-3.0866,0.9301,4.33
124.450,6.8759,4.7497,3.1239,5.9609,4.7576,-3.1233,0.9150,2.06
124.500,6.8609,4.7499,3.1242,5.9397,4.7563,-3.1382,0.9213,1.19
124.550,6.8459,4.7502,3.1260,5.8868,4.7327,-3.1322,0.9593,1.43
124.600,6.8310,4.7504,3.1254,5.8889,4.7381,3.1374,0.9422,0.69
124.650,6.8160,4.7507,3.1261,5.8852,4.7340,-3.1297,0.9310,1.57
124.700,6.8010,4.7509,3.1270,5.8516,4.7291,3.1220,0.9497,0.29
124.750,6.7860,4.7511,3.1287,5.8582,4.7357,-3.1035,0.9280,2.92
124.800,6.7710,4.7513,3.1300,5.8385,4.7467,-3.1055,0.9325,2.73
124.850,6.7560,4.7515,3.1298,5.8099,4.7152,-3.1136,0.9468,2.28
124.900,6.7410,4.7517,3.1294,5.8151,4.7349,-3.1125,0.9261,2.36
124.950,6.7260,4.7519,3.1296,5.7916,4.7204,-3.1392,0.9349,0.82
125.000,6.7110,4.7520,3.1287,5.8108,4.7414,3.1411,0.9002,0.71
125.050,6.6960,4.7522,3.1299,5.7905,4.7568,3.1175,0.9055,0.71
125.100,6.6810,4.7524,3.1307,5.7589,4.7472,3.1321,0.9222,0.08
125.150,6.6660,4.7526,3.1318,5.7232,4.7425,3.1291,0.9429,0.15
125.200,6.6510,4.7527,3.1330,5.7101,4.7482,3.1287,0.9409,0.24
125.250,6.6360,4.7528,3.1346,5.6760,4.7646,3.1260,0.9601,0.49
125.300,6.6210,4.7530,3.1372,5.6727,4.7814,3.1317,0.9487,0.32
125.350,6.6060,4.7530,3.1400,5.6598,4.7507,3.1256,0.9462,0.82
125.400,6.5910,4.7530,-3.1412,5.6511,4.7531,3.1190,0.9399,1.32
125.450,6.5760,4.7530,-3.1398,5.6307,4.7655,3.1152,0.9454,1.61
125.500,6.5610,4.7530,-3.1387,5.6266,4.7631,-3.1345,0.9345,0.24
125.550,6.5460,4.7530,-3.1388,5.5999,4.7619,-3.1032,0.9461,2.04
125.600,6.5310,4.7529,-3.1404,5.5830,4.7702,-3.1076,0.9482,1.88
125.650,6.5160,4.7529,3.1406,5.5803,4.7745,-3.1183,0.9360,1.39
