t,true_x,true_y,true_theta,est_x,est_y,est_theta,err_pos_m,err_theta_deg
15.700,5.7387,9.7466,-0.0061,5.7069,9.7471,-0.0045,0.0318,0.09
15.750,5.7537,9.7465,-0.0051,5.7210,9.7553,-0.0054,0.0339,0.02
15.800,5.7687,9.7464,-0.0047,5.7495,9.7493,-0.0391,0.0194,1.97
15.850,5.7837,9.7464,-0.0081,5.7603,9.7438,-0.0105,0.0236,0.14
15.900,5.7987,9.7462,-0.0118,5.7785,9.7887,-0.0085,0.0470,0.19
15.950,5.8137,9.7461,-0.0146,5.7836,9.7941,-0.0161,0.0566,0.08
16.000,5.8287,9.7458,-0.0145,5.7837,9.7854,-0.0183,0.0599,0.22
16.050,5.8437,9.7456,-0.0158,5.8144,9.7519,-0.0214,0.0300,0.32
16.100,5.8587,9.7454,-0.0167,5.8187,9.7648,-0.0157,0.0445,0.06
16.150,5.8737,9.7451,-0.0169,5.8470,9.7529,0.0031,0.0278,1.15
16.200,5.8887,9.7449,-0.0161,5.8524,9.7498,-0.0097,0.0367,0.36
16.250,5.9037,9.7447,-0.0166,5.8797,9.7381,-0.0133,0.0249,0.19
16.300,5.9187,9.7444,-0.0163,5.8896,9.7673,-0.0406,0.0370,1.39
16.350,5.9337,9.7442,-0.0146,5.9169,9.7486,-0.0227,0.0174,0.46
16.400,5.9487,9.7439,-0.0149,5.9395,9.7275,-0.0292,0.0188,0.82
16.450,5.9637,9.7437,-0.0152,5.9294,9.7540,-0.0142,0.0358,0.05
16.500,5.9787,9.7435,-0.0173,5.9430,9.7558,-0.0195,0.0378,0.13
16.550,5.9937,9.7432,-0.0183,5.9528,9.7744,0.0043,0.0515,1.30
16.600,6.0087,9.7430,-0.0184,5.9676,9.7677,-0.0183,0.0479,0.01
16.650,6.0237,9.7427,-0.0160,5.9626,9.7574,-0.0280,0.0628,0.69
16.700,6.0387,9.7424,-0.0128,5.9663,9.7094,-0.0169,0.0795,0.23
16.750,6.0537,9.7422,-0.0085,5.9942,9.6889,-0.0039,0.0799,0.27
16.800,6.0687,9.7421,-0.0064,6.0247,9.6785,-0.0194,0.0773,0.75
16.850,6.0837,9.7420,-0.0045,6.0361,9.7050,0.0009,0.0604,0.31
16.900,6.0987,9.7420,-0.0040,6.0532,9.7045,0.0111,0.0590,0.87
16.950,6.1137,9.7419,-0.0023,6.0522,9.7276,0.0068,0.0631,0.52
17.000,6.1287,9.7419,-0.0025,6.0925,9.7213,-0.0188,0.0417,0.94
17.050,6.1437,9.7418,-0.0032,6.0996,9.7460,-0.0072,0.0443,0.23
17.100,6.1587,9.7418,-0.0030,6.1117,9.7508,0.0032,0.0478,0.36
17.150,6.1737,9.7417,-0.0036,6.1483,9.7604,-0.0503,0.0315,2.67
17.200,6.1887,9.7417,-0.0032,6.1612,9.7605,-0.0223,0.0333,1.09
17.250,6.2037,9.7416,-0.0052,6.1786,9.7420,-0.0206,0.0251,0.88
17.300,6.2187,9.7416,-0.0045,6.2041,9.7621,0.0198,0.0251,1.39
17.350,6.2337,9.7415,-0.0047,6.2339,9.7411,-0.0278,0.0004,1.33
17.400,6.2487,9.7414,-0.0049,6.2167,9.7471,-0.0108,0.0325,0.34
17.450,6.2637,9.7413,-0.0052,6.2397,9.7346,0.0140,0.0249,1.10
17.500,6.2787,9.7413,-0.0055,6.2512,9.7355,0.0174,0.0281,1.31
17.550,6.2937,9.7412,-0.0059,6.2676,9.7432,-0.0000,0.0262,0.34
17.600,6.3087,9.7411,-0.0058,6.2573,9.7315,0.0252,0.0523,1.78
17.650,6.3237,9.7410,-0.0047,6.2928,9.7313,0.0089,0.0324,0.78
17.700,6.3387,9.7409,-0.0044,6.3024,9.7279,-0.0173,0.0385,0.74
17.750,6.3537,9.7409,-0.0038,6.3265,9.7242,0.0157,0.0319,1.12
17.800,6.3687,9.7408,-0.0010,6.3339,9.7169,0.0203,0.0422,1.22
17.850,6.3837,9.7408,0.0009,6.3292,9.7004,-0.0179,0.0679,1.08
17.900,6.3987,9.7408,0.0014,6.3379,9.7210,-0.0290,0.0640,1.74
17.950,6.4137,9.7408,0.0025,6.3856,9.7278,-0.0010,0.0310,0.20
18.000,6.4287,9.7409,0.0039,6.3941,9.7125,0.0127,0.0448,0.51
18.050,6.4437,9.7409,0.0049,6.4181,9.7147,-0.0009,0.0366,0.33
18.100,6.4587,9.7410,0.0059,6.4703,9.7223,0.0001,0.0221,0.33
18.150,6.4737,9.7411,0.0078,6.4889,9.7240,-0.0045,0.0229,0.71
18.200,6.4887,9.7412,0.0080,6.5016,9.7151,-0.0114,0.0291,1.11
18.250,6.5037,9.7413,0.0074,6.5146,9.7324,0.0012,0.0141,0.36
18.300,6.5187,9.7414,0.0087,6.5196,9.7297,0.0313,0.0117,1.30
18.350,6.5337,9.7416,0.0071,6.5171,9.7099,0.0211,0.0358,0.80
18.400,6.5487,9.7417,0.0061,6.5181,9.7453,0.0276,0.0308,1.23
18.450,6.5637,9.7418,0.0041,6.5489,9.7408,0.0157,0.0149,0.66
18.500,6.5787,9.7418,0.0016,6.5465,9.7547,0.0129,0.0347,0.65
18.550,6.5937,9.7419,0.0012,6.5418,9.7682,-0.0024,0.0582,0.21
18.600,6.6087,9.7419,0.0009,6.5786,9.7338,0.0139,0.0312,0.75
18.650,6.6237,9.7419,0.0003,6.5629,9.7309,0.0194,0.0618,1.10
18.700,6.6387,9.7419,-0.0003,6.5934,9.7404,0.0068,0.0453,0.41
18.750,6.6537,9.7419,-0.0018,6.6062,9.7543,-0.0315,0.0491,1.70
18.800,6.6687,9.7419,-0.0037,6.6305,9.7484,0.0108,0.0387,0.83
18.850,6.6837,9.7418,-0.0051,6.6151,9.7636,-0.0149,0.0720,0.56
18.900,6.6987,9.7417,-0.0050,6.6615,9.7551,-0.0058,0.0395,0.05
18.950,6.7137,9.7417,-0.0048,6.6779,9.7370,-0.0111,0.0361,0.36
19.000,6.7287,9.7416,-0.0054,6.6711,9.7328,-0.0018,0.0583,0.20
19.050,6.7437,9.7415,-0.0063,6.6970,9.7535,-0.0201,0.0482,0.79
19.100,6.7587,9.7414,-0.0058,6.7366,9.7479,-0.0018,0.0230,0.23
19.150,6.7737,9.7413,-0.0066,6.7577,9.7198,0.0096,0.0268,0.93
19.200,6.7887,9.7412,-0.0078,6.7544,9.7467,-0.0017,0.0348,0.35
19.250,6.8037,9.7411,-0.0090,6.7578,9.7474,0.0118,0.0463,1.19
19.300,6.8187,9.7410,-0.0091,6.7786,9.7539,-0.0019,0.0422,0.41
19.350,6.8337,9.7408,-0.0100,6.7814,9.7333,0.0015,0.0528,0.66
19.400,6.8487,9.7407,-0.0080,6.8029,9.7448,0.0036,0.0460,0.66
19.450,6.8637,9.7406,-0.0082,6.8173,9.7218,-0.0457,0.0501,2.15
19.500,6.8787,9.7404,-0.0083,6.8337,9.7423,-0.0149,0.0450,0.38
19.550,6.8937,9.7403,-0.0087,6.8616,9.7315,0.0052,0.0333,0.80
19.600,6.9087,9.7402,-0.0096,6.8915,9.7345,0.0064,0.0181,0.92
19.650,6.9237,9.7400,-0.0100,6.9326,9.7320,0.0271,0.0120,2.13
19.700,6.9387,9.7399,-0.0095,6.9307,9.7290,0.0166,0.0136,1.49
19.750,6.9537,9.7397,-0.0098,6.9342,9.7203,0.0049,0.0275,0.84
19.800,6.9687,9.7396,-0.0100,6.9642,9.7396,-0.0092,0.0045,0.05
19.850,6.9837,9.7395,-0.0104,6.9483,9.7428,-0.0148,0.0356,0.25
19.900,6.9987,9.7393,-0.0091,6.9783,9.7346,0.0028,0.0210,0.68
19.950,7.0137,9.7392,-0.0093,6.9919,9.7182,-0.0187,0.0303,0.54
20.000,7.0287,9.7390,-0.0103,7.0046,9.7374,-0.0075,0.0241,0.16
20.050,7.0437,9.7389,-0.0108,7.0023,9.7525,-0.0132,0.0436,0.14
20.100,7.0587,9.7387,-0.0105,7.0003,9.7480,-0.0162,0.0592,0.33
20.150,7.0737,9.7385,-0.0106,7.0430,9.7381,-0.0291,0.0307,1.06
20.200,7.0887,9.7384,-0.0089,7.0546,9.7325,-0.0003,0.0346,0.50
20.250,7.1037,9.7383,-0.0076,7.0651,9.7128,-0.0248,0.0463,0.99
20.300,7.1187,9.7381,-0.0067,7.0752,9.7181,-0.0195,0.0479,0.73
20.350,7.1337,9.7380,-0.0057,7.0762,9.7250,-0.0224,0.0589,0.96
20.400,7.1487,9.7380,-0.0045,7.0934,9.7206,-0.0183,0.0580,0.79
20.450,7.1637,9.7379,-0.0039,7.1252,9.7235,-0.0291,0.0411,1.44
20.500,7.1787,9.7378,-0.0040,7.1334,9.7278,-0.0156,0.0464,0.66
20.550,7.1937,9.7378,-0.0040,7.1560,9.7498,-0.0417,0.0395,2.16
20.600,7.2087,9.7377,-0.0033,7.1818,9.7385,-0.0189,0.0269,0.89
20.650,7.2237,9.7377,-0.0040,7.1833,9.7112,0.0112,0.0483,0.87
20.700,7.2387,9.7376,-0.0045,7.1876,9.7485,-0.0205,0.0523,0.92
20.750,7.2537,9.7375,-0.0048,7.2122,9.7355,0.0022,0.0415,0.40
20.800,7.2687,9.7375,-0.0050,7.2242,9.7383,-0.0115,0.0445,0.37
20.850,7.2837,9.7374,-0.0049,7.2604,9.7429,-0.0262,0.0239,1.22
20.900,7.2987,9.7373,-0.0052,7.2534,9.7214,0.0094,0.0481,0.83
20.950,7.3137,9.7372,-0.0048,7.2707,9.7341,-0.0057,0.0431,0.05
21.000,7.3287,9.7372,-0.0030,7.2895,9.7150,0.0184,0.0450,1.22
21.050,7.3437,9.7371,-0.0052,7.3078,9.7111,-0.0151,0.0443,0.56
21.100,7.3587,9.7370,-0.0071,7.3278,9.7530,0.0033,0.0348,0.60
21.150,7.3737,9.7369,-0.0087,7.3471,9.7577,-0.0207,0.0337,0.69
21.200,7.3887,9.7368,-0.0097,7.3690,9.7492,-0.0060,0.0233,0.21
21.250,7.4037,9.7367,-0.0103,7.3887,9.7328,0.0131,0.0155,1.34
21.300,7.4187,9.7365,-0.0111,7.4174,9.7313,0.0036,0.0054,0.84
21.350,7.4337,9.7363,-0.0126,7.4152,9.7413,-0.0109,0.0191,0.10
21.400,7.4487,9.7361,-0.0139,7.4226,9.7470,-0.0067,0.0283,0.41
21.450,7.4636,9.7359,-0.0133,7.4332,9.7438,-0.0012,0.0314,0.69
21.500,7.4786,9.7357,-0.0138,7.4318,9.7333,-0.0333,0.0469,1.12
21.550,7.4936,9.7355,-0.0147,7.4466,9.7353,-0.0079,0.0470,0.39
21.600,7.5086,9.7353,-0.0130,7.4877,9.7415,-0.0026,0.0218,0.59
21.650,7.5236,9.7351,-0.0129,7.4984,9.7177,-0.0407,0.0306,1.59
21.700,7.5386,9.7349,-0.0128,7.5321,9.7328,-0.0208,0.0068,0.46
21.750,7.5536,9.7347,-0.0129,7.5282,9.7347,-0.0241,0.0254,0.64
21.800,7.5686,9.7345,-0.0128,7.5300,9.7350,-0.0192,0.0386,0.37
21.850,7.5836,9.7343,-0.0133,7.5427,9.7386,-0.0303,0.0411,0.97
21.900,7.5986,9.7341,-0.0137,7.5309,9.7402,-0.0159,0.0680,0.13
21.950,7.6136,9.7339,-0.0135,7.5654,9.7393,-0.0171,0.0485,0.20
22.000,7.6286,9.7337,-0.0143,7.5806,9.7284,-0.0144,0.0483,0.01
22.050,7.6436,9.7335,-0.0151,7.6113,9.7440,-0.0154,0.0339,0.02
22.100,7.6586,9.7333,-0.0158,7.6122,9.7315,0.0111,0.0465,1.54
22.150,7.6736,9.7331,-0.0158,7.6288,9.7377,-0.0041,0.0450,0.67
22.200,7.6886,9.7328,-0.0138,7.6196,9.7423,-0.0399,0.0696,1.49
22.250,7.7036,9.7326,-0.0134,7.6419,9.7122,-0.0444,0.0650,1.78
22.300,7.7186,9.7324,-0.0135,7.6659,9.7229,-0.0145,0.0536,0.06
22.350,7.7336,9.7322,-0.0124,7.6893,9.7297,-0.0097,0.0444,0.16
22.400,7.7486,9.7320,-0.0120,7.6917,9.7294,-0.0505,0.0570,2.20
22.450,7.7636,9.7318,-0.0130,7.7050,9.7359,-0.0392,0.0587,1.50
22.500,7.7786,9.7316,-0.0139,7.7120,9.7528,-0.0280,0.0699,0.81
22.550,7.7936,9.7314,-0.0150,7.7579,9.7509,-0.0290,0.0407,0.80
22.600,7.8086,9.7312,-0.0149,7.7781,9.7431,-0.0055,0.0327,0.54
22.650,7.8236,9.7310,-0.0150,7.8219,9.7408,-0.0401,0.0100,1.44
22.700,7.8386,9.7308,-0.0147,7.8302,9.7375,-0.0316,0.0107,0.97
22.750,7.8536,9.7305,-0.0146,7.8503,9.7348,-0.0373,0.0054,1.30
22.800,7.8686,9.7303,-0.0152,7.8517,9.7327,-0.0276,0.0171,0.71
22.850,7.8836,9.7301,-0.0158,7.8500,9.7404,-0.0191,0.0352,0.19
22.900,7.8986,9.7299,-0.0172,7.8621,9.7478,-0.0313,0.0407,0.81
22.950,7.9136,9.7296,-0.0177,7.8830,9.7576,-0.0276,0.0415,0.57
23.000,7.9286,9.7293,-0.0184,7.9217,9.7379,-0.0195,0.0110,0.06
23.050,7.9436,9.7291,-0.0182,7.9386,9.7378,-0.0135,0.0101,0.27
23.100,7.9586,9.7288,-0.0182,7.9267,9.7261,-0.0187,0.0321,0.03
23.150,7.9736,9.7285,-0.0181,7.9688,9.7303,-0.0191,0.0051,0.06
23.200,7.9886,9.7282,-0.0169,7.9601,9.7279,-0.0225,0.0285,0.32
23.250,8.0036,9.7280,-0.0164,7.9938,9.7060,-0.0105,0.0241,0.34
23.300,8.0186,9.7277,-0.0159,7.9881,9.7111,0.0019,0.0348,1.02
23.350,8.0336,9.7275,-0.0173,7.9890,9.7228,-0.0222,0.0448,0.28
23.400,8.0486,9.7272,-0.0171,8.0079,9.7325,0.0172,0.0411,1.96
23.450,8.0636,9.7270,-0.0170,8.0400,9.7277,-0.0241,0.0236,0.41
23.500,8.0786,9.7267,-0.0180,8.0539,9.7268,-0.0214,0.0247,0.20
23.550,8.0936,9.7265,-0.0172,8.0634,9.7342,-0.0021,0.0311,0.86
23.600,8.1086,9.7262,-0.0161,8.0730,9.7250,-0.0361,0.0357,1.15
23.650,8.1236,9.7260,-0.0178,8.0806,9.7184,-0.0300,0.0437,0.70
23.700,8.1386,9.7257,-0.0175,8.0966,9.7461,-0.0149,0.0467,0.15
23.750,8.1536,9.7254,-0.0163,8.1237,9.7300,-0.0342,0.0303,1.03
23.800,8.1686,9.7252,-0.0163,8.1413,9.7226,-0.0428,0.0274,1.52
23.850,8.1836,9.7249,-0.0161,8.1625,9.7275,-0.0235,0.0212,0.42
23.900,8.1986,9.7247,-0.0144,8.1798,9.7269,-0.0242,0.0189,0.56
23.950,8.2136,9.7245,-0.0144,8.1781,9.7198,-0.0522,0.0358,2.17
24.000,8.2286,9.7243,-0.0135,8.1903,9.7347,-0.0384,0.0397,1.42
24.050,8.2436,9.7241,-0.0135,8.2055,9.7270,-0.0468,0.0382,1.91
24.100,8.2586,9.7239,-0.0141,8.2251,9.7297,-0.0278,0.0340,0.78
24.150,8.2736,9.7237,-0.0150,8.2323,9.7325,-0.0131,0.0422,0.11
24.200,8.2886,9.7234,-0.0162,8.2491,9.7442,-0.0261,0.0446,0.57
24.250,8.3036,9.7232,-0.0154,8.2761,9.7469,-0.0230,0.0363,0.44
24.300,8.3186,9.7230,-0.0154,8.2965,9.7132,-0.0185,0.0242,0.18
24.350,8.3335,9.7227,-0.0157,8.3147,9.7240,-0.0162,0.0189,0.03
24.400,8.3485,9.7225,-0.0164,8.3235,9.7282,-0.0152,0.0257,0.07
24.450,8.3635,9.7222,-0.0145,8.3310,9.7420,-0.0284,0.0381,0.80
24.500,8.3785,9.7220,-0.0131,8.3440,9.6917,-0.0182,0.0459,0.29
24.550,8.3935,9.7218,-0.0117,8.3656,9.7013,-0.0160,0.0346,0.24
24.600,8.4085,9.7217,-0.0105,8.3787,9.6944,-0.0061,0.0404,0.25
24.650,8.4235,9.7215,-0.0098,8.3979,9.7066,-0.0213,0.0297,0.66
24.700,8.4385,9.7214,-0.0098,8.4258,9.7168,-0.0304,0.0135,1.18
24.750,8.4535,9.7212,-0.0097,8.4195,9.7176,-0.0046,0.0341,0.29
24.800,8.4685,9.7211,-0.0099,8.4297,9.7195,-0.0109,0.0388,0.06
24.850,8.4835,9.7209,-0.0099,8.4537,9.7165,0.0025,0.0302,0.71
24.900,8.4985,9.7208,-0.0100,8.4674,9.7282,-0.0285,0.0319,1.06
24.950,8.5135,9.7206,-0.0091,8.4767,9.7193,-0.0072,0.0368,0.11
25.000,8.5285,9.7205,-0.0095,8.4868,9.7055,-0.0112,0.0443,0.10
25.050,8.5435,9.7203,-0.0121,8.4880,9.7362,-0.0332,0.0577,1.21
25.100,8.5585,9.7202,-0.0145,8.5043,9.7542,0.0061,0.0640,1.18
25.150,8.5735,9.7199,-0.0154,8.5507,9.7543,-0.0012,0.0413,0.82
25.200,8.5885,9.7197,-0.0160,8.5609,9.7438,-0.0322,0.0366,0.93
25.250,8.6035,9.7195,-0.0164,8.5690,9.7390,-0.0312,0.0397,0.85
25.300,8.6185,9.7192,-0.0171,8.5811,9.7412,-0.0405,0.0434,1.34
25.350,8.6335,9.7190,-0.0186,8.6038,9.7488,-0.0501,0.0420,1.81
25.400,8.6485,9.7187,-0.0199,8.6305,9.7679,-0.0606,0.0524,2.33
25.450,8.6635,9.7184,-0.0204,8.6423,9.7420,-0.0175,0.0317,0.17
25.500,8.6785,9.7181,-0.0206,8.6459,9.7383,-0.0349,0.0383,0.82
25.550,8.6935,9.7178,-0.0199,8.6328,9.7306,-0.0288,0.0621,0.51
25.600,8.7085,9.7175,-0.0202,8.6519,9.7198,-0.0395,0.0567,1.11
25.650,8.7235,9.7172,-0.0198,8.6723,9.7207,-0.0075,0.0514,0.70
25.700,8.7385,9.7169,-0.0199,8.7015,9.7159,-0.0196,0.0370,0.02
25.750,8.7535,9.7166,-0.0205,8.7397,9.7240,-0.0211,0.0156,0.03
25.800,8.7685,9.7163,-0.0204,8.7401,9.7265,-0.0103,0.0302,0.58
25.850,8.7835,9.7160,-0.0214,8.7459,9.7196,-0.0199,0.0378,0.09
25.900,8.7985,9.7156,-0.0232,8.7671,9.7366,-0.0227,0.0378,0.03
25.950,8.8135,9.7153,-0.0239,8.7707,9.7344,0.0121,0.0469,2.06
26.000,8.8285,9.7149,-0.0235,8.8210,9.7386,-0.0401,0.0248,0.95
26.050,8.8435,9.7146,-0.0249,8.8340,9.7209,-0.0355,0.0114,0.61
26.100,8.8585,9.7142,-0.0249,8.8536,9.7247,0.0092,0.0116,1.95
26.150,8.8735,9.7138,-0.0263,8.8668,9.7124,-0.0027,0.0069,1.35
26.200,8.8885,9.7134,-0.0264,8.8557,9.7302,-0.0036,0.0369,1.31
26.250,8.9035,9.7130,-0.0244,8.8944,9.7277,-0.0366,0.0173,0.70
26.300,8.9185,9.7127,-0.0237,8.9108,9.7153,-0.0680,0.0081,2.54
26.350,8.9334,9.7123,-0.0228,8.9059,9.7230,-0.0489,0.0295,1.49
26.400,8.9484,9.7120,-0.0241,8.9177,9.7162,-0.0399,0.0310,0.91
26.450,8.9634,9.7116,-0.0242,8.9359,9.7464,-0.0504,0.0444,1.50
26.500,8.9784,9.7113,-0.0253,8.9644,9.7374,-0.0626,0.0297,2.14
26.550,8.9934,9.7109,-0.0231,8.9848,9.7424,-0.0443,0.0327,1.21
26.600,9.0084,9.7105,-0.0217,8.9907,9.7140,-0.0763,0.0180,3.13
26.650,9.0234,9.7102,-0.0216,9.0074,9.7083,-0.0411,0.0161,1.12
26.700,9.0384,9.7099,-0.0212,8.9969,9.7098,-0.0047,0.0415,0.95
26.750,9.0534,9.7096,-0.0204,8.9911,9.7095,-0.0104,0.0623,0.57
26.800,9.0684,9.7093,-0.0208,9.0340,9.6945,-0.0006,0.0374,1.16
26.850,9.0834,9.7089,-0.0190,9.0417,9.7126,0.0050,0.0418,1.38
26.900,9.0984,9.7087,-0.0183,9.0737,9.6940,-0.0317,0.0287,0.77
26.950,9.1134,9.7084,-0.0172,9.0831,9.7106,-0.0315,0.0304,0.82
27.000,9.1284,9.7081,-0.0173,9.0635,9.7077,-0.0368,0.0649,1.11
27.050,9.1434,9.7079,-0.0162,9.1063,9.7280,-0.0369,0.0422,1.19
27.100,9.1584,9.7076,-0.0144,9.1474,9.7013,-0.0254,0.0126,0.63
27.150,9.1734,9.7074,-0.0137,9.1469,9.6925,-0.0296,0.0304,0.91
27.200,9.1884,9.7072,-0.0124,9.1595,9.6971,-0.0058,0.0306,0.38
27.250,9.2034,9.7070,-0.0116,9.1580,9.6933,-0.0134,0.0474,0.11
27.300,9.2184,9.7068,-0.0101,9.1870,9.6906,0.0047,0.0354,0.85
27.350,9.2334,9.7067,-0.0083,9.2135,9.6802,0.0008,0.0331,0.52
27.400,9.2484,9.7066,-0.0075,9.2057,9.6779,-0.0035,0.0515,0.23
27.450,9.2634,9.7065,-0.0070,9.2385,9.6831,0.0217,0.0342,1.64
27.500,9.2784,9.7063,-0.0065,9.2347,9.6905,0.0143,0.0464,1.19
27.550,9.2934,9.7062,-0.0061,9.2478,9.6893,0.0149,0.0486,1.20
27.600,9.3084,9.7062,-0.0051,9.2482,9.7044,-0.0084,0.0602,0.19
27.650,9.3234,9.7061,-0.0046,9.2615,9.6946,-0.0105,0.0630,0.34
27.700,9.3384,9.7060,-0.0050,9.2530,9.6887,0.0167,0.0871,1.24
27.750,9.3534,9.7059,-0.0041,9.2995,9.7042,0.0144,0.0539,1.06
27.800,9.3684,9.7059,-0.0035,9.3306,9.6937,-0.0070,0.0397,0.20
27.850,9.3834,9.7058,-0.0031,9.3469,9.6898,0.0101,0.0398,0.75
27.900,9.3984,9.7058,-0.0031,9.3648,9.6878,0.0228,0.0382,1.49
27.950,9.4134,9.7057,-0.0031,9.3865,9.6863,0.0350,0.0331,2.18
28.000,9.4284,9.7057,-0.0025,9.4042,9.6957,0.0174,0.0262,1.14
28.050,9.4434,9.7056,-0.0017,9.4024,9.6988,-0.0106,0.0416,0.51
28.100,9.4584,9.7056,-0.0009,9.4148,9.7030,-0.0245,0.0436,1.35
28.150,9.4734,9.7056,-0.0006,9.4427,9.7003,-0.0191,0.0312,1.06
28.200,9.4884,9.7056,-0.0009,9.4534,9.7105,-0.0212,0.0354,1.16
28.250,9.5034,9.7056,-0.0014,9.4904,9.7070,-0.0001,0.0131,0.07
28.300,9.5184,9.7056,-0.0020,9.5055,9.7232,-0.0213,0.0218,1.11
28.350,9.5334,9.7055,-0.0022,9.5030,9.7217,-0.0184,0.0345,0.93
28.400,9.5484,9.7055,-0.0027,9.4949,9.7221,-0.0291,0.0560,1.51
28.450,9.5634,9.7055,-0.0026,9.5421,9.7146,-0.0090,0.0231,0.37
28.500,9.5784,9.7054,-0.0022,9.5425,9.7095,-0.0177,0.0362,0.89
28.550,9.5934,9.7054,-0.0009,9.5488,9.7103,-0.0276,0.0449,1.53
28.600,9.6084,9.7054,-0.0002,9.5643,9.6906,-0.0145,0.0465,0.82
28.650,9.6234,9.7054,-0.0014,9.5812,9.6935,-0.0010,0.0438,0.02
28.700,9.6384,9.7053,-0.0028,9.6209,9.7207,-0.0056,0.0233,0.16
28.750,9.6534,9.7053,-0.0031,9.6430,9.7190,-0.0000,0.0172,0.18
28.800,9.6684,9.7053,-0.0023,9.6445,9.7010,0.0113,0.0243,0.78
28.850,9.6834,9.7052,-0.0029,9.6368,9.6958,-0.0054,0.0475,0.14
28.900,9.6984,9.7052,-0.0043,9.6677,9.7089,0.0011,0.0309,0.31
28.950,9.7134,9.7051,-0.0039,9.6874,9.7075,0.0242,0.0261,1.61
29.000,9.7284,9.7051,-0.0031,9.7062,9.6902,0.0175,0.0267,1.18
29.050,9.7434,9.7050,-0.0022,9.7058,9.7063,-0.0331,0.0376,1.77
29.100,9.7584,9.7050,-0.0034,9.7171,9.7045,-0.0312,0.0413,1.60
29.150,9.7734,9.7049,-0.0039,9.7202,9.7160,0.0007,0.0543,0.26
29.200,9.7884,9.7049,-0.0038,9.7497,9.7105,-0.0088,0.0391,0.29
29.250,9.8034,9.7048,-0.0049,9.7813,9.7126,-0.0268,0.0234,1.25
29.300,9.8184,9.7047,-0.0051,9.8051,9.7101,0.0144,0.0143,1.12
29.350,9.8334,9.7047,-0.0050,9.8177,9.7118,-0.0144,0.0172,0.54
29.400,9.8484,9.7046,-0.0051,9.7985,9.7090,-0.0140,0.0501,0.51
29.450,9.8634,9.7045,-0.0050,9.8320,9.7036,-0.0036,0.0314,0.08
29.500,9.8784,9.7044,-0.0051,9.8472,9.7059,-0.0117,0.0313,0.38
29.550,9.8934,9.7044,-0.0052,9.8675,9.7072,-0.0110,0.0260,0.33
29.600,9.9084,9.7043,-0.0045,9.8754,9.7085,-0.0099,0.0333,0.31
29.650,9.9234,9.7042,-0.0030,9.8701,9.6939,-0.0110,0.0543,0.46
29.700,9.9384,9.7042,-0.0022,9.8831,9.6854,-0.0175,0.0584,0.87
29.750,9.9534,9.7041,-0.0011,9.9163,9.7007,-0.0266,0.0373,1.46
29.800,9.9684,9.7041,-0.0003,9.9237,9.6962,-0.0262,0.0454,1.49
29.850,9.9834,9.7041,0.0015,9.9444,9.6911,-0.0033,0.0411,0.27
29.900,9.9984,9.7041,0.0039,9.9475,9.6770,-0.0101,0.0576,0.80
29.950,10.0134,9.7042,0.0046,9.9674,9.6678,-0.0127,0.0587,0.99
30.000,10.0284,9.7043,0.0041,10.0001,9.6872,0.0093,0.0331,0.30
30.050,10.0434,9.7043,0.0032,10.0125,9.7027,0.0159,0.0310,0.73
30.100,10.0584,9.7044,0.0024,10.0193,9.7201,-0.0043,0.0421,0.39
30.150,10.0734,9.7044,0.0026,10.0430,9.7089,0.0155,0.0307,0.74
30.200,10.0884,9.7045,0.0033,10.0600,9.6975,0.0038,0.0293,0.03
30.250,10.1034,9.7045,0.0045,10.0809,9.6955,-0.0061,0.0242,0.61
30.300,10.1184,9.7046,0.0049,10.0954,9.6997,-0.0306,0.0236,2.03
30.350,10.1334,9.7046,0.0050,10.1005,9.7024,-0.0119,0.0330,0.97
30.400,10.1484,9.7047,0.0041,10.0951,9.7134,-0.0219,0.0540,1.49
30.450,10.1634,9.7048,0.0031,10.1310,9.7088,0.0210,0.0326,1.02
30.500,10.1784,9.7048,0.0024,10.1603,9.7098,0.0233,0.0188,1.20
30.550,10.1934,9.7049,0.0018,10.1497,9.7087,0.0145,0.0439,0.73
30.600,10.2084,9.7049,0.0007,10.1394,9.7141,-0.0001,0.0696,0.05
30.650,10.2234,9.7049,0.0002,10.1462,9.7248,-0.0046,0.0797,0.27
30.700,10.2384,9.7049,0.0006,10.1928,9.7098,0.0075,0.0459,0.40
30.750,10.2534,9.7049,0.0012,10.2102,9.7046,-0.0106,0.0432,0.67
30.800,10.2684,9.7049,0.0016,10.2013,9.7112,-0.0332,0.0674,1.99
30.850,10.2834,9.7050,0.0027,10.2370,9.7081,-0.0165,0.0465,1.10
30.900,10.2984,9.7050,0.0028,10.2683,9.6938,-0.0122,0.0321,0.86
30.950,10.3134,9.7050,0.0022,10.2728,9.7061,-0.0038,0.0406,0.34
31.000,10.3284,9.7051,0.0019,10.2709,9.7184,-0.0049,0.0590,0.39
31.050,10.3434,9.7051,0.0019,10.2942,9.7053,0.0115,0.0492,0.55
31.100,10.3584,9.7051,0.0025,10.3104,9.7041,0.0076,0.0481,0.29
31.150,10.3734,9.7052,0.0032,10.3380,9.7007,-0.0087,0.0357,0.68
31.200,10.3884,9.7052,0.0048,10.3607,9.6969,0.0014,0.0289,0.20
31.250,10.4034,9.7053,0.0057,10.3705,9.6929,-0.0190,0.0352,1.42
